year,ISO_code,Country,region,Overall_Score,Overall_Rank,Overall_Quartile,PF_rol,PF_SS_Homicide,PF_SS_Women,PF_SS,PF_Movement,PF_Religion,PF_Association,PF_Expression,PF_Identity,PF_Score,PF_Rank,EF_Govt,EF_Legal,EF_Money,EF_Trade_Tariffs,EF_Trade_Regulatory,EF_Trade_Black,EF_Trade_Movement,EF_trade,EF_Reg_Credit,EF_Reg_Labor,EF_Reg_Business,EF_Reg,EF_Score,EF_Rank
2016,BLZ,Belize,Latin America & the Caribbean,7.145431918,64.0,2.0,4.268872009,0.0,10.0,6.666666667,10.0,9.055,,8.520833332999999,10.0,7.430863836,66.0,7.015975828999999,5.137397422,7.204524495,6.6191111110000005,6.87319263,10.0,4.709434454,7.050434548999999,9.947941842999999,7.018916776,6.684745014,7.883867877999999,6.86,83.0
2016,BEN,Benin,Sub-Saharan Africa,6.738488147000001,90.0,3.0,4.129479992,7.526894607999999,7.066666667000001,8.031187091,6.666666667,9.413333332999999,9.5,8.988095238,10.0,7.496976295,61.0,6.182574541,3.822761377,7.013885064,6.807733333,4.712943856,10.0,2.585506212,6.02654585,8.48792328,5.937581418,6.14228128,6.85592866,5.98,134.0
2016,BTN,Bhutan,South Asia,6.810486407000001,83.0,3.0,5.925574544,9.548283477,7.5,8.849427826,5.0,7.2577777779999995,,7.25,3.75,6.600972815,96.0,7.4616196939999995,6.871067334,6.72091122,6.471777778,7.433688339,10.0,1.4246857990000001,6.332537979,7.765471604,8.664285342000001,6.674657871,7.701471606,7.02,73.0
2016,BOL,Bolivia,Latin America & the Caribbean,6.718385007,92.0,3.0,3.051401851,7.479923512999999,8.333333332999999,8.437752282,10.0,8.428148148,6.5,8.416666667000001,10.0,7.206770015,73.0,6.162804536,3.632945402,9.386300221,7.749177762,3.981029993,10.0,6.21796113,6.987042221,7.630666667000001,3.948479495,3.346665694,4.975270619,6.23,123.0
2016,BIH,Bosnia and Herzegovina,Eastern Europe,7.2307235720000005,59.0,2.0,5.470080395,9.489854712,8.333333332999999,8.941062682,6.666666667,8.515185185,9.5,8.654761905,9.25,7.861447145,47.0,5.358630085,4.134907779,8.315905677,8.551866667,7.16936923,10.0,5.4178714999999995,7.784776849,9.561233572,7.399740811,5.27986296,7.413612447999999,6.6,98.0
2016,BWA,Botswana,Sub-Saharan Africa,7.153167226,64.0,2.0,5.641683932,3.9847116380000003,7.5,7.161570546,8.333333332999999,9.008333333,,7.8125,4.25,6.876334452999999,86.0,6.702037586,5.950516249,9.056783223,5.944,7.514893678,10.0,7.25920774,7.679525354,8.85675282,7.509680417999999,6.942897381,7.769776873,7.43,44.0
2016,BRA,Brazil,Latin America & the Caribbean,6.207988703,123.0,4.0,4.65167253,0.0,8.333333332999999,6.111004095,10.0,7.411851852000001,6.5,8.341230646,7.5,6.6659774060000005,94.0,5.125270067,4.575175835,7.972060321,7.261777778,5.508447048,10.0,5.2309384539999995,7.00029082,4.540030543,4.149861283,3.5900361910000003,4.093309339,5.75,144.0
2016,BRN,Brunei Darussalam,South Asia,5.796849859,138.0,4.0,6.163383437999999,9.802817735,0.0,6.600939245,7.5,0.0,1.0,4.55952381,1.6666666669999999,4.663699718,153.0,5.0,5.35463823,8.797458945,9.2584,3.76135686,10.0,5.199615301000001,7.05484304,9.128576257999999,8.686707881,7.51395396,8.443079366000001,6.93,77.0
2016,BGR,Bulgaria,Eastern Europe,7.782769537999999,41.0,1.0,4.891372196,9.545583195,10.0,9.846657127,10.0,7.1388888889999995,9.5,8.821428571,9.25,8.155539077,41.0,7.0233926360000005,4.8312113519999995,9.439348667,8.266133332999999,7.60403645,10.0,6.619250103,8.122354972,9.610571569,7.0356822039999996,6.191990217000001,7.612747996,7.41,46.0
2016,BFA,Burkina Faso,Sub-Saharan Africa,6.752669835,88.0,3.0,4.860574888,9.85202056,5.8,8.324656807,8.333333332999999,8.018888889,7.5,7.738095238,10.0,7.45533967,63.0,5.405461604,3.68765653,7.121433785,7.367733332999999,4.538208791000001,10.0,4.510638729,6.604145213,9.008980282000001,7.158336143,6.115344272000001,7.427553566,6.05,129.0
2016,BDI,Burundi,Sub-Saharan Africa,5.167067213,154.0,4.0,2.9614698589999997,7.591791201,6.666666667,6.8267080589999996,1.6666666669999999,7.468518519,1.5,3.202380952,5.833333333,4.414134427,156.0,6.115441176,3.4954870689999997,7.585470702,6.897955556,2.403250258,10.0,5.141874781,6.1107701489999995,5.0,7.803309627000001,6.012328137000001,6.271879255,5.92,138.0
2016,KHM,Cambodia,South Asia,7.204224142999999,61.0,2.0,2.5667411469999997,9.262616312,10.0,9.587538771,10.0,8.272592592999999,7.5,7.892857143,8.333333332999999,7.238448286000001,72.0,7.897866967000001,4.2779065019999996,9.308534101000001,7.644711111,4.597889975,10.0,7.05360867,7.324052439,9.5,6.548741864,5.1358454380000005,7.0615291010000005,7.17,64.0
2016,CMR,Cameroon,Sub-Saharan Africa,5.575387155,144.0,4.0,3.02691825,8.330359523,7.466666667,6.806230146,3.333333333,7.8929629629999996,5.5,6.998575821,5.0,5.330774311,142.0,7.11162798,3.19956054,7.222024203999999,5.4957333329999996,2.3630013069999998,10.0,2.360347603,5.054770561000001,7.166555065,7.334711926000001,5.08887533,6.53004744,5.82,141.0
2016,CAN,Canada,North America,8.565863321,5.0,1.0,7.738323946,9.326358182,10.0,9.762339236,10.0,9.003703704,10.0,9.511904762,9.25,9.151726642,12.0,6.0240613089999995,7.875940077,9.579711993,7.0476,7.922217487999999,10.0,6.747176283,7.929248443,9.7121406,8.179867489,7.652363697,8.514790596000001,7.98,10.0
2016,CPV,Cape Verde,Sub-Saharan Africa,7.333291533,53.0,2.0,5.720581415,5.405668368,,7.702834183999999,10.0,8.108333333,,8.9375,10.0,7.986583066000001,44.0,5.120760485,6.024471636,8.125784362000001,6.697777778,5.785791275,10.0,6.3193178439999995,7.200721724,9.306979306,4.893458536,6.568007428,6.92281509,6.68,93.0
2016,CAF,Central Afr. Rep.,Sub-Saharan Africa,5.287816197,152.0,4.0,2.238882699,2.097049616,7.533333333,4.3747579860000005,5.0,8.288888888999999,8.5,8.0,8.333333332999999,5.465632394,138.0,7.0707592539999995,1.856229914,6.533633182000001,4.490222222,2.6373074880000003,10.0,1.488297438,4.653956787,8.195,3.251725385,4.80489017,5.417205185,5.11,156.0
2016,TCD,Chad,Sub-Saharan Africa,5.474770535,147.0,4.0,2.900352865,6.383879883,5.2,6.264732049,8.333333332999999,8.158888889,6.5,7.523809524,1.6666666669999999,5.50954107,136.0,7.729564033,2.663232022,6.726054551,6.3126,2.0257773080000003,10.0,2.14664496,5.1212555669999995,5.96007812,5.363152564,3.536916385,4.9533823560000005,5.44,150.0
2016,CHL,Chile,Latin America & the Caribbean,8.00801767,32.0,1.0,6.5161040539999995,8.614886879,8.333333332999999,8.979762178,10.0,9.265925926,10.0,9.154761905,5.0,8.216035341,39.0,7.880263385,6.42013942,9.331413421,9.470666667,7.029769477,10.0,6.573815995,8.268563035,8.947500322,5.170611125,7.176758575,7.098290007,7.8,15.0
2016,CHN,China,East Asia,5.905410169,135.0,4.0,4.704818051,9.753759715,5.833333333,7.528647392000001,3.333333333,3.666296296,1.5,5.174910149,9.25,5.350820339,141.0,5.039010659,5.650259342999999,8.542426793999999,8.211422222000001,6.220092257999999,10.0,2.403916296,6.708857694,7.133781301,5.5395476079999995,6.400861149,6.3580633529999995,6.46,108.0
2016,COL,Colombia,Latin America & the Caribbean,6.760756637,87.0,3.0,4.422972598,0.0,10.0,5.452498485,8.333333332999999,8.740740741,10.0,8.452380952,10.0,7.021513272999999,79.0,6.859318215,3.8191359460000003,7.973965074,7.820355556,4.319062875,9.53442623,5.569295801,6.810785115,8.882960013,5.837183668,6.413231872000001,7.044458518,6.5,105.0
2016,COD,"Congo, Dem. R.",Sub-Saharan Africa,5.308628393,151.0,4.0,2.603961178,4.581444641,8.333333332999999,6.245351819,1.6666666669999999,8.509444444,,6.703317185,5.0,4.9472567860000005,152.0,7.131719827,2.629004551,7.345706139,7.7507555560000005,2.017236551,10.0,2.270817259,5.509702341000001,6.333333333,5.805843565,5.107181429,5.748786109,5.67,148.0
2016,COG,"Congo, Rep. Of",Sub-Saharan Africa,5.898933847,136.0,4.0,3.5123521739999997,6.2710194360000004,9.166666667000001,7.344832886,6.666666667,9.35,8.5,6.952380952,9.166666667000001,6.777867693999999,90.0,5.833377341,3.244860837,5.6039636779999995,7.989288889,0.0,10.0,1.5436102580000002,4.883224787,6.057331507000001,5.657673442,4.938541785,5.551182245,5.02,157.0
2016,CRI,Costa Rica,Latin America & the Caribbean,7.857714484,37.0,1.0,6.626877443,5.238007358,10.0,8.412669119,10.0,8.085185185,9.5,9.595238095,6.875,8.165428969,40.0,7.609154834,5.891154675,9.779738252000001,7.962311111,6.090374352,10.0,7.961562034,8.003561873999999,6.798087824,6.145050887999999,6.40425362,6.449130777000001,7.55,33.0
2016,CIV,Cote d'Ivoire,Sub-Saharan Africa,6.531271024,100.0,3.0,4.033755933999999,5.347790283,6.3,6.510063053,6.666666667,9.444444444,9.5,8.654761905,10.0,7.062542047999999,75.0,5.823385664,4.564130434,7.17629177,5.7744,2.929833805,10.0,3.216520705,5.480188627,8.693333333,5.93077851,6.203657255,6.942589699,6.0,132.0
2016,HRV,Croatia,Eastern Europe,7.7080878760000004,44.0,2.0,5.700537868,9.582146209,10.0,9.860715403,10.0,8.051481481,9.0,8.607142857000001,10.0,8.456175752,35.0,4.68388754,5.479351478,9.136323654,8.568355556,8.306175881,10.0,5.878025305,8.188139185,9.409517953,6.372155702000001,6.081175527,7.287616394,6.96,75.0
2016,CYP,Cyprus,Eastern Europe,8.112196958,30.0,1.0,6.327701936,9.555652932000001,10.0,9.685217644,10.0,7.159259259,8.5,9.452380952,10.0,8.514393916,34.0,7.31398142,5.937152237,9.489785988,8.266133332999999,7.870572007000001,10.0,6.99551827,8.283055903,9.575116132,6.2121782539999995,6.855926717999999,7.5477403679999995,7.71,18.0
2016,CZE,Czech Rep.,Eastern Europe,8.294880707,21.0,1.0,7.786692219,9.754941159,10.0,9.91705185,10.0,7.764444444,9.5,9.523809523999999,9.25,9.029761414,16.0,5.770091097000001,6.304648234,9.386717032,8.266133332999999,8.416627262,10.0,6.255504475,8.234566268,9.768837707000001,8.119501152,6.378849601000001,8.08906282,7.56,30.0
2016,DNK,Denmark,Western Europe,8.547819985,6.0,1.0,8.687100828,9.607727447,10.0,9.858379682999999,10.0,7.7022222220000005,9.5,9.69047619,10.0,9.325639969,4.0,4.134149451,8.077531163,9.863601232,8.266133332999999,8.207246872999999,10.0,7.372650501,8.461507677,9.769573842,7.316828066,7.875362985,8.320588297999999,7.77,16.0
2016,DOM,Dominican Rep.,Latin America & the Caribbean,7.061287481,69.0,2.0,4.352093305,3.9273180389999998,10.0,7.809106012999999,6.666666667,8.487037037,7.5,8.869047619,7.5,6.942574962,81.0,7.833163855,4.03009461,9.47470033,7.908088889,7.079630917,10.0,6.79376537,7.945371294,8.333333332999999,6.013669306000001,5.506610352999999,6.617870998,7.18,62.0
2016,ECU,Ecuador,Latin America & the Caribbean,6.80527768,83.0,3.0,4.2587708630000005,7.658493327,10.0,9.045778617,10.0,7.803703704,6.5,7.94047619,10.0,7.550555359,59.0,5.666937811,3.809895071,8.254794016,6.318844444,4.179157569,10.0,5.500476223,6.499619559,8.568784800000001,4.940572775,4.629035388999999,6.046130988,6.06,127.0
2016,EGY,Egypt,Middle East & North Africa,4.807276886,156.0,4.0,3.626147505,8.994684823,2.8,5.808027922999999,1.6666666669999999,3.733333333,3.5,6.46009916,0.0,3.894553773,158.0,6.066836516,3.9440153419999997,8.149666078,4.9,3.68132112,9.182630907,4.705836927,5.617447238,4.0,4.85299131,5.603716045,4.818902452,5.72,147.0
2016,SLV,El Salvador,Latin America & the Caribbean,7.033950991,70.0,2.0,4.355099989,0.0,10.0,6.5,10.0,9.088888889,8.0,7.452380952,7.5,6.917901981,83.0,8.429051699,3.576272354,9.808378599,8.227555556,6.567555882000001,10.0,5.918338586,7.678362506,8.394468689,4.44656236,5.8899229879999995,6.243651346,7.15,67.0
2016,EST,Estonia,Eastern Europe,8.436850609,14.0,1.0,7.801085558,8.722745246,10.0,9.574248415,10.0,8.32962963,9.5,9.619047619,9.25,9.013701218,17.0,5.883723858,7.441601876,9.326665307,8.266133332999999,8.489838302,10.0,6.981259352,8.434307747,10.0,6.263752386,8.339997599,8.201249995,7.86,13.0
2016,ETH,Ethiopia,Sub-Saharan Africa,5.397044971000001,150.0,4.0,3.302472672,6.975355042,5.8666666670000005,6.698471607,6.666666667,5.552222222,1.5,5.252983157,6.666666667,5.064089941000001,150.0,6.57126919,4.644365028,5.732983571,5.232266667,3.4598404830000002,10.0,1.5338105080000002,5.056479414,7.073286052,7.286482154,5.575413575,6.645060593999999,5.73,146.0
2016,FJI,Fiji,Oceania,7.291102197000001,55.0,2.0,4.701806119,9.096867711,7.5,8.86562257,8.333333332999999,9.202777778,,7.666666667,10.0,7.792204395,49.0,5.989207072,6.073109864,6.446764945,4.9577777780000005,6.42368605,10.0,5.0,6.595365957,9.40023194,9.293303107,7.82016146,8.837898836,6.79,88.0
2016,FIN,Finland,Western Europe,8.472183957999999,10.0,1.0,8.639248324,9.43289225,10.0,9.810964083,10.0,7.901481481,10.0,9.666666667000001,9.25,9.294367917,5.0,4.151079923999999,8.79818106,9.36055112,8.266133332999999,8.503810324,10.0,6.16176319,8.232926712000001,9.464505523,5.200684982,8.488581708,7.7179240710000006,7.65,22.0
2016,FRA,France,Western Europe,8.008401464,32.0,1.0,6.771264767000001,9.459125262,10.0,9.69446546,10.0,7.253703703999999,10.0,9.25,10.0,8.766802927,25.0,4.2200579430000005,6.922031615,9.480112303,8.266133332999999,7.675565494,10.0,6.770505407000001,8.178051059,9.439526677,5.623802444,7.312512233,7.458613785,7.25,57.0
2016,GAB,Gabon,Sub-Saharan Africa,5.577787611000001,144.0,4.0,4.241028336,6.782865279,8.333333332999999,8.038732871,0.0,8.944444444,4.0,6.178571429,3.333333333,5.315575222,144.0,6.244963135,3.9025313410000004,6.589812995,6.2829999999999995,3.698870375,10.0,2.785869131,5.6919348770000004,8.109333333,7.267349227,4.980851193,6.7858445839999995,5.84,140.0
2016,GMB,"Gambia, The",Sub-Saharan Africa,6.321342351,115.0,3.0,3.9816231789999996,6.348596882000001,4.133333333,6.160643405,6.666666667,7.574444444,,2.895833333,5.0,5.302684702,145.0,7.475759865,5.486655889,9.250386495,6.476933333,5.194549431,10.0,8.237550146,7.477258227999999,7.171384478999999,7.948378035,5.9151487760000006,7.011637097,7.34,49.0
2016,GEO,Georgia,Caucasus & Central Asia,7.798267752999999,40.0,1.0,5.3858162179999995,9.604153184,7.5,8.670315227,8.333333332999999,7.160740741000001,8.5,8.630952381,8.0,7.576535507000001,58.0,7.53387218,6.314021642999999,9.222802318,9.293555556,7.5974648170000005,10.0,7.361525102000001,8.563136369,9.800843961,7.821111577999999,7.839425682000001,8.487127074,8.02,7.0
2016,DEU,Germany,Western Europe,8.462595689,13.0,1.0,8.303209527,9.52952286,10.0,9.815587729,10.0,7.697777778,10.0,9.357142857000001,10.0,9.235191378,9.0,5.480871153,7.438694666,9.479673116,8.266133332999999,8.008148326,10.0,5.919488324,8.048442496,8.333333332999999,7.439249947,8.186735687999999,7.986439656,7.69,20.0
2016,GHA,Ghana,Sub-Saharan Africa,7.236088907999999,57.0,2.0,5.747291576,9.326481275,8.2,9.008827092,10.0,8.081481481,7.5,8.75,7.5,7.872177815,46.0,7.019694662999999,5.356873168,6.972844492,7.289955556000001,4.4132544010000005,10.0,4.274291004,6.49437524,8.396786421,6.63616546,6.420036383999999,7.150996087999999,6.6,98.0
